question,answer,context,source,subdomain
What is the minimum number of credit hours required for the Research or Design requirement of the Bioengineering Certificate?,A minimum of 2 credit hours is required for the Research or Design activity.,"Research and design activity topics that are not pre-approved may not count towards the Bioengineering Certificate. Research or Design, 2 credit hours minimum.",http://bio.engr.ku.edu/undergraduate-certificate,bio.engr.ku.edu
What offices have ownership and usage rights to emboss the University Seal?,"The offices of the Chancellor, Executive Vice Chancellor at the KU Medical Center, University Registrar, and the Registrar’s Office at the KU Medical Center have ownership rights to emboss the seal.","The offices of the Chancellor, Executive Vice Chancellor at the KU Medical Center, University Registrar, and the Registrar’s Office at the KU Medical Center have ownership and usage rights to devices that can emboss or impress the university seal on a document.",https://registrar.ku.edu/university-seal,registrar.ku.edu
What is the main role of Dave Glauner at the Engineering Technology Service Center?,IT Support Technician Senior,"Dave Glauner IT Support Technician Senior, Engineering Technology Service Center",https://engr.ku.edu/people/dave-glauner,engr.ku.edu
What additional training does the Certificate provide for professionals lacking a Bioengineering degree?,The Certificate in Biomedical Product Design offers additional training in Bioengineering to better prepare professionals for a career in industry.,"the Certificate in Biomedical Product Design offers additional training in Bioengineering, that will better prepare them for a career in industry.",https://bioengr.ku.edu/biomedical-product-design-certificate,bioengr.ku.edu
What are the four design options available for students in the Engineering Physics program?,"The four design options are Aerospace Systems, Chemical Systems, Digital Electronic Systems, and Electromechanical Control Systems.","The program offers a B.S. degree in engineering physics with opportunities to pursue one of four design options: Aerospace Systems, Chemical Systems, Digital Electronic Systems, and Electromechanical Control Systems.",http://ephx.engr.ku.edu/people/list/faculty,ephx.engr.ku.edu
Which department's staff does Sam Klecan belong to?,Sam Klecan belongs to the engineering department.,http://bio.engr.ku.edu/staff,http://bio.engr.ku.edu/staff,bio.engr.ku.edu
What institutions are collaborating with the University of Kansas on this project?,Kansas State University and the University of Tennessee Space Institute are collaborating with the University of Kansas on the project.,A research team from the University of Kansas School of Engineering will collaborate with partner institutions Kansas State University and the University of Tennessee Space Institute on a $4 million Department of Defense-sponsored project.,https://engr.ku.edu/news/article/2023/11/13/ku-engineering-partner-4-million-department-defense-grant,engr.ku.edu
What collaborative opportunities are available for graduate students in the radar systems and remote sensing program?,Students can engage in coursework that includes either EECS 720 or EECS 861 to fulfill their core coursework requirement.,Note: Students must take either EECS 720 or EECS 861 to fulfill their core coursework requirement.,https://eecs.ku.edu/radar-systems-and-remote-sensing,eecs.ku.edu
What type of official records does the University of Kansas maintain?,"The University of Kansas maintains official records of personal, financial, and academic records.","The University of Kansas and the Office of the University Registrar maintains official records of personal, financial, and academic records.",https://registrar.ku.edu/student-records,registrar.ku.edu
What does the success of the KU EECS team reflect about the department's commitment to its students?,"It reflects the department's commitment to providing students with the knowledge, skills, and opportunities needed to excel in their future professional careers.","Their success is a reflection of the department's commitment to providing students with the knowledge, skills, and opportunities needed to excel in their future professional careers.",https://eecs.ku.edu/news/article/ku-eecs-students-achieve-major-success-at-hack-midwest-2024,eecs.ku.edu
What is the recommended time frame for submitting a DS-2019 extension request?,"Extensions should be processed before the completion date on your current DS-2019, and it's recommended to submit your extension paperwork within the semester that your DS-2019 expires.","When to Apply for an Extension If you need more time to complete your degree or program beyond the date in item #3, please submit the DS-2019 Extension Request. Extensions should be processed before the completion date on your current DS-2019. We recommend that you submit your extension paperwork within the semester that your DS-2019 expires.",https://iss.ku.edu/ds-2019-extension,iss.ku.edu
What should new faculty do regarding their arrival in Lawrence?,"New faculty should inform their supervisor at KU about their arrival date, as arrangements for pickup and orientation can be made.",Tell your new supervisor at KU when you will arrive in Lawrence. Your supervisor or department may wish to arrange to pick you up at the airport...,https://iss.ku.edu/checklist-new-faculty-and-staff,iss.ku.edu
What is the core coursework requirement for the Master's program in Communications Systems?,Students must take either EECS 865 or EECS 728 to fulfill their core coursework requirement.,Core Coursework (MS) Courses Note: Students must take either EECS 865 or EECS 728 to fulfill their core coursework requirement.,https://eecs.ku.edu/communications-systems,eecs.ku.edu
Which team from St. Thomas Aquinas tied in the bioengineering category?,Jam Angels.,"Bio Engineering Jam Angels - St. Joseph Academy (Melanie Beers, Ashley Calais, Joise Duke) Gangatron - Olathe North High School (Subira Opande, Adeline Qin, Riya Mazumdar, Elliot Zolton) Tied for 3rd Magneticists - Olathe South High School (Wesley Tillotson, Smaran Giri, Colten Barnes, Katie Fears) Astonishing Kidneys - Olathe North High School (Abu Bakhautdinov, Adam Ahmad, Ghokul Kariyandal Murugan, Xanthe Combs)",https://engr.ku.edu/hsd-2023-winners,engr.ku.edu
